Date,News,Prediction
23/03/2022, fbi says 5 energy companies targeted in russian scanning activity, DECREASE
23/03/2022, “critical” damage at cpc terminal could take 1 million bpd offline, DECREASE
23/03/2022, ukraine says russia accidentally bombed its own rosneft refinery, DECREASE
24/03/2022, eu leaders scoff at putins rublesforgas demand, DECREASE
24/03/2022, germany’s utilities gas supply will worsen, DECREASE
24/03/2022, uk and the us cooperate to send more lng to europe, DECREASE
24/03/2022, eu assesses norussiangas scenario for next winter, DECREASE
24/03/2022, diesel crisis in europe worsens as austrian energy giant limits sales, DECREASE
24/03/2022, covid lockdowns in china dampen oil demand outlook, DECREASE
24/03/2022, us and allies discuss additional release from oil reserves, DECREASE
24/03/2022, us gasoline demand bucks seasonal trend, DECREASE
25/03/2022, chinas sinopec bows out of russian petchem, DECREASE
25/03/2022, eu intake of russian gas remains high amid lower wind output, DECREASE
25/03/2022, saudi aramco facility fire ‘under control’, DECREASE
25/03/2022, canada plans oil export rampup, DECREASE
25/03/2022, lithium price surge jeopardizes energy transition efforts, DECREASE
25/03/2022, russia mulls over accepting crypto for oil payments, DECREASE
28/03/2022, what to expect from this week’s opec meeting, DECREASE
28/03/2022, india will not pay in rupees for russian oil, DECREASE
28/03/2022, the threat of a global food crisis is growing, DECREASE
28/03/2022, cabinet clash jeopardizes new wind project in the uk, DECREASE
28/03/2022, kurdistan says it can help ease europes oil shortage, DECREASE
28/03/2022, deadline for rubles for gas scheme approaches, DECREASE
28/03/2022, vampire kangaroo takes over critical uk gas transmission business, DECREASE
28/03/2022, europe scrambles to accommodate lng import surge, DECREASE
29/03/2022, oil recoups losses as api reports large crude inventory draw, INCREASE
29/03/2022, uk looks to triple solar and more than quadruple offshore wind power, INCREASE
29/03/2022, uk gas output stagnation threatens supply, INCREASE
29/03/2022, us to discuss lng and hydrogen supplies with german authorities, INCREASE
29/03/2022, unsold oil forces russian operator to cap pipeline flows, INCREASE
30/03/2022, gulf oil producers seek us military support against yemen attacks, DECREASE
30/03/2022, biden administration signals no gulf of mexico leases through 2023, DECREASE
30/03/2022, is russia obstructing the iran nuclear deal, DECREASE
30/03/2022, netherlands asks citizens to restrict gas consumption, DECREASE
30/03/2022, poland aims to stop using russian oil by end2022, DECREASE
30/03/2022, opec sees smaller oil supply surplus for q1 2022, DECREASE
30/03/2022, congress summons oil ceo for gas price hearing, DECREASE
30/03/2022, no, DECREASE
31/03/2022, chinas oil majors boost spending amid energy security pivot, DECREASE
31/03/2022, biden mulls lifting ethanol caps in a bid to lower gasoline prices, DECREASE
31/03/2022, world’s top banks financed fossil fuels with 742 billion in 2021, DECREASE
31/03/2022, uk regulators throw fracking industry a lifeline, DECREASE
31/03/2022, zinc is facing a massive supply squeeze, DECREASE
31/03/2022, biden’s latest plan to curb soaring gasoline prices angers drillers, DECREASE
31/03/2022, a rift is forming between india and the west, DECREASE
31/03/2022, opec to use rystad, DECREASE
31/03/2022, oil drops as biden prepares largest ever spr crude release, DECREASE
13/04/2022, libya can hike gas production by 30 with a 1 billion investment, INCREASE
13/04/2022, major oil traders cut russian crude purchases starting next month, INCREASE
13/04/2022, india faces coal shortage, INCREASE
13/04/2022, putin confident russia will find new buyers of its energy, INCREASE
13/04/2022, china’s offshore oil giant exits western markets over sanction fears, INCREASE
13/04/2022, america desperately needs to scale up battery metal production, INCREASE
13/04/2022, iea slashes oil demand forecast on lockdowns, INCREASE
13/04/2022, renewable energy prices soar 30, INCREASE
14/04/2022, us wind surpassed both coal and nuclear power for the first time ever, DECREASE
14/04/2022, russia pulls the nuclear card, DECREASE
14/04/2022, eu set to discuss joint gas buying in bid to cut russian reliance, DECREASE
14/04/2022, russia’s invasion of ukraine has left kazakhstan on edge, DECREASE
14/04/2022, amazon adds 5 surcharge for fuel and inflation, DECREASE
14/04/2022, soaring gasoline prices raise us retail sales, DECREASE
14/04/2022, shell, DECREASE
14/04/2022, libya eyes increase in oil output to 14 million bpd, DECREASE
19/04/2022, russian crude shipments have fallen 25 in a week, DECREASE
19/04/2022, unexpected crude draw fails to move oil prices, DECREASE
19/04/2022, russia clears up confusion over rubles for gas scheme, DECREASE
19/04/2022, 16 states urge biden to bring back keystone xl, DECREASE
19/04/2022, us summer gasoline price set to be highest since 2014, DECREASE
19/04/2022, ex gazprombank executive found dead in alleged murdersuicide, DECREASE
19/04/2022, federal government announces june oil, DECREASE
20/04/2022, germany to drill for gas in north sea to reduce reliance on russia, INCREASE
20/04/2022, us crude futures are growing increasingly bullish, INCREASE
20/04/2022, imf warns that crypto could help russia skirt sanctions, INCREASE
20/04/2022, us to become world’s top lng exporter this year, INCREASE
20/04/2022, us energy exports enjoy record week amid ukraine crisis, INCREASE
20/04/2022, germany pledges to halt all russian oil imports by end of year, INCREASE
20/04/2022, jpmorgan world urgently needs extra 13 trillion energy investment, INCREASE
20/04/2022, eu considers higher renewables goal to shift from russian energy, INCREASE
20/04/2022, tougher environmental rules snap back in us oil infrastructure projects, INCREASE
20/04/2022, white house earmarks 6 billion to extend lives of nuclear power plants, INCREASE
20/04/2022, rosneft holds rare firesale for 38 million barrels of crude, INCREASE
21/04/2022, yellen warns eu about banning russian oil, DECREASE
21/04/2022, us west coast imports more gasoline ahead of driving season, DECREASE
21/04/2022, exxon could withdraw completely from russia within two months, DECREASE
21/04/2022, us administration frees up 385m to help households with energy bills, DECREASE
21/04/2022, india’s coal supply shock causes major power outages, DECREASE
21/04/2022, ukraine pushes for rerouting of nord stream 1 flows, DECREASE
21/04/2022, iea drive and fly less, DECREASE
21/04/2022, gasoline prices and presidential approval ratings perfectly linked, DECREASE
22/04/2022, rystad oil demand to sink by 14 million bpd, DECREASE
22/04/2022, the netherlands plans to end russian oil and gas purchases by the end of 2022, DECREASE
22/04/2022, eu can pay for russian gas without violation sanctions, DECREASE
22/04/2022, iea reveals details of 1827 million barrel oil stocks release, DECREASE
22/04/2022, india’s reliance snaps up 15 million barrels of cheap russian oil, DECREASE
22/04/2022, doe awards contracts for 30 million barrels from spr oil release, DECREASE
22/04/2022, some eu members ready to veto oil embargo, DECREASE
25/04/2022, moody’s forecasts record oil and gas profits, INCREASE
25/04/2022, prices at the pump continue to rise as crude remains volatile, INCREASE
25/04/2022, europe buys abu dhabi crude to replace russian barrels, INCREASE
25/04/2022, norway arrests activists chained to russian oil tanker, INCREASE
25/04/2022, guyana sells first oil from new platform to exxon at 106 per barrel, INCREASE
25/04/2022, the huge environmental impact of kyrgyzstan’s new “ecocity”, INCREASE
25/04/2022, fire breaks out at russian oil depot close to ukrainian border, INCREASE
25/04/2022, india’s crude oil import bill doubles, INCREASE
25/04/2022, us, INCREASE
26/04/2022, exxonmobil hikes resource estimate after 3 new guyana discoveries, INCREASE
26/04/2022, trafigura to sever all ties with russia’s rosneft by may 15th, INCREASE
26/04/2022, oil prices fall on larger than expected crude inventory build, INCREASE
26/04/2022, germany could ban russian oil in ‘days’, INCREASE
26/04/2022, polish media russia has halted gas supplies to the country, INCREASE
26/04/2022, kazakhstans crucial cpc pipeline is back online, INCREASE
26/04/2022, russian energy tycoons  families found dead in suspicious circumstances, INCREASE
26/04/2022, steel demand is dwindling as china grapples with new lockdowns, INCREASE
26/04/2022, big oil’s huge profits offset by russian asset writeoffs, INCREASE
26/04/2022, white house blocks oil drilling expansion in alaska, INCREASE
26/04/2022, manchin seeks cooperation with republicans for energy bill, INCREASE
26/04/2022, rosneft sale tender fails after demand for rubles for oil, INCREASE
27/04/2022, washington approves more us lng exports for europe, INCREASE
27/04/2022, totalenergies books 41 billion impairment charge on arctic lng 2 exit, INCREASE
27/04/2022, italy may consider nationalizing giant lukoil refinery, INCREASE
27/04/2022, five oil pipeline valves reportedly shut down by german activists, INCREASE
27/04/2022, gazprombank vp flees russia to fight with ukraine, INCREASE
27/04/2022, europe turns to north sea oil to replace russian supply, INCREASE
27/04/2022, canada oil industry needs 51 billion to decarbonize, INCREASE
27/04/2022, russia suspends gas deliveries to poland, INCREASE
28/04/2022, extreme weather leads to sharp drop in north dakota oil production, INCREASE
28/04/2022, biofuel blending mandates expected as soon as next week, INCREASE
28/04/2022, oil closes higher as russia strikes kyiv during un visit, INCREASE
28/04/2022, democrats go after big oil “vultures” over gasoline price gouging, INCREASE
28/04/2022, totalenergies looks to divest nigerian asset, INCREASE
28/04/2022, iran boosts oil exports as its key buyer china cuts russian purchases, INCREASE
28/04/2022, germany no longer opposed to russian oil embargo, INCREASE
28/04/2022, algeria may halt gas supply to spain if it doesn’t stop reexporting gas, INCREASE
28/04/2022, exxon declares force majeure on sakhalin1, INCREASE
28/04/2022, total takes 4 billion hit from arctic lng project, INCREASE
29/04/2022, eia monthly data shows a dip in us oil production, DECREASE
29/04/2022, an eu embargo on russian oil is imminent, DECREASE
29/04/2022, poland threatens to seize russian pipelines, DECREASE
29/04/2022, diesel in ‘crisis’ mode as prices break records, DECREASE
29/04/2022, eu regulators electricity market not to blame for energy crisis, DECREASE
29/04/2022, us solar industry braces for slump in new capacity, DECREASE
29/04/2022, gazprom says poland buys russian gas from germany, DECREASE
29/04/2022, libyas largest oilfield resumes production, DECREASE
13/05/2022, france’s power sector further strained by extended outages and repairs, INCREASE
13/05/2022, california to spend 52 billion on electricity reserve to avoid blackouts, INCREASE
13/05/2022, russia to halt electricity exports to finland on saturday, INCREASE
13/05/2022, germany moves to expropriate energy firms in case of emergency, INCREASE
13/05/2022, eu hopes agreement on russian oil ban will be reached in may, INCREASE
13/05/2022, russia diesel exports drop sharply in april, INCREASE
13/05/2022, president of opec heavyweight uae dies, INCREASE
13/05/2022, stalled iran talks may restart after eu visit to tehran, INCREASE
13/05/2022, americans support more natural gas production for export to europe, INCREASE
13/05/2022, russian sanctions drive europe further into gas crisis, INCREASE
16/05/2022, oil prices surge past 113 as shanghai signals end of lockdown, DECREASE
16/05/2022, shale pioneer harold hamm slams bidens failed energy policies, DECREASE
16/05/2022, germany’s rwe to follow kremlin’s rublesforgas scheme, DECREASE
16/05/2022, leaked eu memo details emergency gas supply shock measures, DECREASE
16/05/2022, california reconsidering closure of its last nuclear power plant, DECREASE
16/05/2022, saudi oil exports dropped in march from twoyear high in february, DECREASE
16/05/2022, iran can double oil exports if necessary, DECREASE
17/05/2022, api reports inventory draws in crude, DECREASE
17/05/2022, libyan oil deadlocked as clashes force pmdesignate out of tripoli, DECREASE
17/05/2022, putin europe committing “economic suicide” with energy sanctions, DECREASE
17/05/2022, united states to release venezuela from some oil sanctions, DECREASE
17/05/2022, us set to suggest european tariff on russian oil instead of embargo, DECREASE
17/05/2022, hungary says complying with russia oil ban would cost it 811 million, DECREASE
17/05/2022, new trading firms replace oil majors in business with russia, DECREASE
17/05/2022, iraqi government prevents chinese parties from buying into oil deals, DECREASE
17/05/2022, saudi aramco considers listing 30 billion trading arm as oil prices soar, DECREASE
17/05/2022, russia becomes one of india’s top 5 oil suppliers  , DECREASE
17/05/2022, shell’s brazil wells come up dry, DECREASE
18/05/2022, china to offload 2 million barrels of iranian crude despite sanctions, INCREASE
18/05/2022, exgerman chancellor could be sanctioned over rosneft ties, INCREASE
18/05/2022, gasoline prices top 6 in california, INCREASE
18/05/2022, oil, INCREASE
18/05/2022, fossil fuels are a dead end, INCREASE
18/05/2022, russia increasingly using own oil tankers to boost shipments to asia, INCREASE
18/05/2022, saudi oil revenue to surge 66 to 249 billion on high prices, INCREASE
18/05/2022, insurers are suffering major losses due to climate change, INCREASE
18/05/2022, russia could halt gas supply to finland on friday, INCREASE
18/05/2022, russias gas flows via ukraine plunged 50 in the past week, INCREASE
19/05/2022, president biden considers meeting saudi crown prince as oil prices soar, INCREASE
19/05/2022, gasoline pricegouging bill passes the house, INCREASE
19/05/2022, refinery explosion and fire threatens supply in south korea, INCREASE
19/05/2022, how allegations of bullying and abuse caused a slump in canadian oil trading, INCREASE
19/05/2022, shots fired as protesters fail to stop oil tanker from loading in libya, INCREASE
19/05/2022, gas stations in washington state are running out of fuel, INCREASE
19/05/2022, us shale merger creates a new 7 billion giant, INCREASE
19/05/2022, the us is considering sanctioning countries that buy russian oil, INCREASE
19/05/2022, soaring energy imports put japan’s economy under pressure, INCREASE
19/05/2022, soaring gasoline prices won’t stop summer travel, INCREASE
19/05/2022, how the uk’s 35 duty on russian platinum and palladium will impact markets, INCREASE
19/05/2022, asian gasoline exports to us soar, INCREASE
19/05/2022, japan nuclear regulator greenlights radiactive water release from fukushima, INCREASE
20/05/2022, us natural gas prices fall as colder weather approaches, INCREASE
20/05/2022, eu gives ok to pay for russian gas in rubles, INCREASE
20/05/2022, heat wave tests the limits of texas power grid, INCREASE
20/05/2022, sanctions force foreign executives at rosneft to quit, INCREASE
20/05/2022, banks rush to assure texas they like oil and gas, INCREASE
20/05/2022, china gobbles up any spare oil barrels to boost inventories, INCREASE
20/05/2022, americans drive more than precovid despite record gas prices, INCREASE
23/05/2022, american drivers set to pay recordhigh gasoline prices at memorial day, INCREASE
23/05/2022, tensions rise as iraq prepares to usurp kurdish oil contracts, INCREASE
23/05/2022, eni, INCREASE
23/05/2022, ev sales are booming, INCREASE
23/05/2022, us natural gas prices rise as lng exports reach 7week high, INCREASE
23/05/2022, iea energy crisis shouldnt lead to higher reliance on fossil fuels, INCREASE
23/05/2022, poland terminates deal to receive russian gas, INCREASE
23/05/2022, china boosts solar investments, INCREASE
24/05/2022, wti spikes on large draw in gasoline inventories, INCREASE
24/05/2022, aramco cant add oil production capacity faster than promised, INCREASE
24/05/2022, us oil refiners brace for hurricane season, INCREASE
24/05/2022, oil production halves at kazakhstan’s giant kashagan field, INCREASE
24/05/2022, uk energy bills could surge by another 42 in october, INCREASE
24/05/2022, uk business secretary windfall tax on utilities could hamper netzero push, INCREASE
24/05/2022, uzbekistan restarts gas exports to china, INCREASE
24/05/2022, germany prepares coalfired backup if russian gas stops, INCREASE
24/05/2022, biden considers waiving summer gasoline smog rules to help ease prices, INCREASE
24/05/2022, ceo of europe’s top utility power generation from gas is “stupid”, INCREASE
24/05/2022, high commodity prices hit middle east’s oil importers, INCREASE
24/05/2022, petrobras warns diesel shortage is looming over brazil, INCREASE
25/05/2022, iranianrussian ‘oil smuggling’ network hit with us sanctions, INCREASE
25/05/2022, white house advisors had secret meeting with saudi arabia to discuss energy, INCREASE
25/05/2022, hungary imposes windfall tax on energy companies, INCREASE
25/05/2022, us sees chances of iran nuclear deal as slim, INCREASE
25/05/2022, russia’s yamal lng declares force majeure on some europe cargoes, INCREASE
25/05/2022, eu studies spainitaly gas pipeline to cut russian dependence, INCREASE
25/05/2022, hungary wont discuss russia oil ban at next weeks eu summit, INCREASE
25/05/2022, value of saudi oil exports surged 123 in march as prices spiked, INCREASE
25/05/2022, g7 to consider phasing out coal by 2030 draft, INCREASE
25/05/2022, us official travels to india to talk about russian oil purchases, INCREASE
26/05/2022, us refiners set to add just 350, INCREASE
26/05/2022, bp reviews north sea investments in wake of uk’s windfall tax, INCREASE
26/05/2022, spain initiates energy austerity with air conditioning limits, INCREASE
26/05/2022, opec unlikely to boost oil production more than planned, INCREASE
26/05/2022, heres how russian crude is finding its way to customers, INCREASE
26/05/2022, eu discussing israeli lng imports, INCREASE
27/05/2022, one of europes largest gas storage sites could start the winter empty, INCREASE
27/05/2022, eu could exempt pipeline oil as it seeks deal on russian embargo, INCREASE
27/05/2022, putin assures austria gas deliveries, INCREASE
27/05/2022, europes largest lng unit restarts, INCREASE
27/05/2022, us seizes russian tanker full of iranian crude near greece, INCREASE
27/05/2022, british energy titans tumble on windfall tax uturn, INCREASE
27/05/2022, uk oil industry threatens investment reconsideration, INCREASE
27/05/2022, g7 calls on opec to boost oil supply to ease tight market, INCREASE
27/05/2022, eu plans for gas supply interruptions, INCREASE
27/05/2022, biden admin proposes lease sale off california coast for wind developments, INCREASE
30/05/2022, greece warns shipping lanes not safe from iran, INCREASE
30/05/2022, mexicos spend on fuel subsidy is double its oil exports revenue, INCREASE
30/05/2022, gazprom cuts off gas supply to the netherlands, INCREASE
30/05/2022, denmark fully prepared to be cut off from russian gas, INCREASE
30/05/2022, us gasoline prices surge to new record high on memorial day, INCREASE
30/05/2022, lukoil exec russia should cut oil production by 30 to get higher prices, INCREASE
30/05/2022, serbia inks threeyear gas deal with russia, INCREASE
30/05/2022, eu set to agree on russia oil embargo with pipeline exemption report, INCREASE
31/05/2022, rising energy prices could tip world into 1980sstyle recession, DECREASE
31/05/2022, opec considers suspending russia from oil deal, DECREASE
31/05/2022, doubledigit inflation prompts russia to raise wages, DECREASE
31/05/2022, ukraine takes control of ukrainebased tatneft assets, DECREASE
31/05/2022, russian oil sells at huge discounts, DECREASE
31/05/2022, uk gasoline prices hit record high, DECREASE
31/05/2022, oil prices spike as eu clinches deal to ban most russian imports, DECREASE
31/05/2022, eu ban on russian oil could send crude prices above 130, DECREASE
13/06/2022, american shale drillers set to boost production in july, DECREASE
13/06/2022, oil climbs back to nearly 123 after china covid scare, DECREASE
13/06/2022, eia listed oil and gas firms spent significantly less on exploration in 2021, DECREASE
13/06/2022, germany could spend 10 billion to bail out expropriated ex gazprom unit, DECREASE
13/06/2022, gasoline prices in us see eighth rise in as many weeks, DECREASE
13/06/2022, bp quits canada’s oil sands, DECREASE
13/06/2022, uk considers decoupling power from gas prices in biggest reform in decades, DECREASE
13/06/2022, norway oil industry avoids strike, DECREASE
13/06/2022, libya loses 11 million bpd as it shuts down nearly all its oil fields, DECREASE
14/06/2022, oil prices unmoved after api reports small crude build, DECREASE
14/06/2022, freeport lng not expected to resume full operations until late 2022, DECREASE
14/06/2022, europe imports record lng volumes, DECREASE
14/06/2022, germany scrambles to take control of russiaowned refinery, DECREASE
14/06/2022, oil billionaire harold hamm proposes to take continental resources private, DECREASE
14/06/2022, strong demand pushes lng tanker rates through the roof, DECREASE
14/06/2022, japanese refiner to cut capacity report, DECREASE
14/06/2022, un secretarygeneral new fossil fuel funding is “delusional”, DECREASE
15/06/2022, us natural gas rises over 45 amid presummer heat wave, INCREASE
15/06/2022, oil prices fall on biggest fed rate hike since 1994, INCREASE
15/06/2022, iea fuel crunch to persist despite solid refining recovery, INCREASE
15/06/2022, saudi aramco may merge trading units ahead of ipo, INCREASE
15/06/2022, lockdowns lead to major decline in chinas refining output, INCREASE
15/06/2022, total energies is betting big on green hydrogen in india, INCREASE
15/06/2022, biden threatens oil firms increase gasoline production, INCREASE
15/06/2022, crude prices unmoved by small crude build as gasoline inventories drop, INCREASE
15/06/2022, republican states want large offshore lease sale restored, INCREASE
15/06/2022, germany lends 10 billion to save ex gazprom unit and ensure supply security, INCREASE
15/06/2022, top us senator proposes higher taxes for oil companies, INCREASE
16/06/2022, with no nuclear deal in sight, DECREASE
16/06/2022, opec is 27 million bpd below oil production target, DECREASE
16/06/2022, europe follows us fed with recordbreaking rate hikes, DECREASE
16/06/2022, gazprom lowers gas flows to italy even more, DECREASE
16/06/2022, russia says it may cooperate with opec deal even after 2022, DECREASE
16/06/2022, energy secretary to discuss high gas prices with refining executives, DECREASE
16/06/2022, novak russia is raising oil production, DECREASE
16/06/2022, russia’s largest gas field on fire after pipe bursts, DECREASE
16/06/2022, zelensky calls for seventh eu sanctions package against russia, DECREASE
16/06/2022, theyre afraid prices will skyrocket us fears eu tanker insurance ban, DECREASE
16/06/2022, exxon hits back at biden after investment accusations, DECREASE
17/06/2022, opec mulls what to do after the oil pact ends, DECREASE
17/06/2022, freeport lng extends force majeure until september, DECREASE
17/06/2022, italy may declare state of alert if russian gas cuts persist, DECREASE
17/06/2022, musk slammed with 258 billion lawsuit over crypto posts, DECREASE
17/06/2022, kurdistan looks to set up own oil firms amid legal struggle with baghdad, DECREASE
17/06/2022, china looks to invest in worlds largest offshore gas project, DECREASE
17/06/2022, g7 could discuss price cap on imports of russian energy, DECREASE
17/06/2022, us increases heavy crude imports, DECREASE
20/06/2022, europe’s refineries increase russian crude purchases, INCREASE
20/06/2022, netherlands to burn more coal to conserve gas, INCREASE
20/06/2022, eu signs strategic partnership with oil, INCREASE
20/06/2022, people rally in belgium to protest soaring cost of fuel, INCREASE
20/06/2022, ukraine hits oil, INCREASE
20/06/2022, eu diplomat slams russia over ukrainian grain blockade, INCREASE
20/06/2022, uk inflation jumps above 40yearhigh as food and energy prices soar, INCREASE
20/06/2022, heres why global oil demand slumped this spring, INCREASE
20/06/2022, ecuador halts all oil operations amid escalating protests, INCREASE
20/06/2022, iraq wants to buy exxon’s stake in key oil field, INCREASE
20/06/2022, yellen government policies on energy not to blame for skyhigh prices, INCREASE
21/06/2022, the eu is considering capping gas prices, DECREASE
21/06/2022, eia us refining capacity sinks to near decade low, DECREASE
21/06/2022, kuwait claims it can hit its july oil production quota, DECREASE
21/06/2022, us gasoline demand increasing, DECREASE
21/06/2022, kuwait oil price includes 30 war premium, DECREASE
21/06/2022, uk unveils 184 billion package to help customers pay energy bills, DECREASE
21/06/2022, namibia bets on recent major oil discoveries to double its economy, DECREASE
21/06/2022, iraq could raise oil production capacity to 6 million bpd, DECREASE
21/06/2022, asian gasoline feedstock exports to us soar, DECREASE
22/06/2022, api reports biggest crude oil inventory rise since february, DECREASE
22/06/2022, biden calls on congress to suspend federal gas tax, DECREASE
22/06/2022, india’s top utility may add coal capacity as power demand surges, DECREASE
22/06/2022, will the european union grant ukraine candidate status, DECREASE
22/06/2022, official eu should back ukraine despite economic fallout, DECREASE
22/06/2022, iran’s oil exports surge in june, DECREASE
22/06/2022, 57 of americans dissatisfied with bidens handling of energy crisis, DECREASE
22/06/2022, gas tax holiday coming to us drivers, DECREASE
23/06/2022, gunvor can deliver 13 million gallons of gasoline to us, INCREASE
23/06/2022, dallas fed surging costs hamper us shale growth, INCREASE
23/06/2022, qatar seeks longterm lng deals with eu importers, INCREASE
23/06/2022, oil majors warn uk’s windfall tax will hurt north sea investment, INCREASE
23/06/2022, highestever july 4 gasoline prices unlikely to curb us demand, INCREASE
23/06/2022, a strong dollar is weighing on precious metals, INCREASE
23/06/2022, fuel traders targeted as gasoline prices soar, INCREASE
23/06/2022, canada unlikely to return blocked gazprom turbine, INCREASE
23/06/2022, refiners meet with secretary granholm to discuss prices, INCREASE
24/06/2022, new regulations in permian could deter drilling, INCREASE
24/06/2022, nigeria says it will be meeting opec quota by august, INCREASE
24/06/2022, 45 of uk drivers cut vehicle journeys as gasoline prices surge, INCREASE
24/06/2022, exxon calls for higher carbon pricing, INCREASE
24/06/2022, germany considers expropriating nord stream 2 for lng flows, INCREASE
24/06/2022, indias russian oil imports soar 50fold, INCREASE
24/06/2022, centrica turns to former soldiers in push towards netzero ambitions, INCREASE
24/06/2022, granholm meeting with oil refiners ends with no commitments, INCREASE
24/06/2022, germany risks industrial crash with gas shortage, INCREASE
24/06/2022, august opec plans will likely be rubberstamped, INCREASE
24/06/2022, new ev battery boasts 1, INCREASE
27/06/2022, critical eia oil inventory data sees further delays, INCREASE
27/06/2022, opec sees oil market surplus shrinking to 1 million bpd, INCREASE
27/06/2022, russia looks to lure asian buyers with higher quality crude, INCREASE
27/06/2022, libya may declare force majeure on oil exports from several ports, INCREASE
27/06/2022, the steel market is in chaos as demand uncertainty grows, INCREASE
27/06/2022, a bidding war has begun in the uk’s struggling energy sector, INCREASE
27/06/2022, germany, INCREASE
27/06/2022, french energy companies ask customers to use less gas, INCREASE
27/06/2022, ecuador could completely stop pumping oil within 48 hours, INCREASE
28/06/2022, oil rises further as api reports large crude draw, DECREASE
28/06/2022, iea europe will have to cut gas usage by nearly onethird, DECREASE
28/06/2022, us energy employment rises despite loss in fossil fuel jobs, DECREASE
28/06/2022, tensions are rising ahead of xibiden meeting, DECREASE
28/06/2022, chinese stocks are on the rise following unexpected covid shift, DECREASE
28/06/2022, iran looks to join brics group of russia and china, DECREASE
28/06/2022, canada may expand energy infrastructure to help europe, DECREASE
28/06/2022, us moves to improve relations with oilrich venezuela, DECREASE
28/06/2022, indias coal crisis is far from over, DECREASE
28/06/2022, g7 invites oil importers to consider price cap on russian oil, DECREASE
28/06/2022, france says the market needs iranian and venezuelan oil, DECREASE
29/06/2022, oil likely to hit 200 seb group, DECREASE
29/06/2022, us could release even more oil from strategic stockpiles, DECREASE
29/06/2022, russia’s oil production jumps by 5 in june, DECREASE
29/06/2022, germany’s energy crisis could worsen amid low wind power output, DECREASE
29/06/2022, india sets sights on deepwater basin in oil exploration push, DECREASE
29/06/2022, shell warns of prelude lng disruptions, DECREASE
29/06/2022, uk could cut gas links to europe if severe shortages occur, DECREASE
29/06/2022, norway averts oil strike, DECREASE
30/06/2022, biden says americans to suffer high gasoline prices for “as long as it takes”, DECREASE
30/06/2022, federal offshore oil and gas auctions could be limited to gulf of mexico, DECREASE
30/06/2022, uniper in bailout talks with german government as russia cuts gas supply, DECREASE
30/06/2022, uk ready to pay companies to cut electricity consumption, DECREASE
30/06/2022, environmentalists speak out as armenia restarts controversial gold mine, DECREASE
30/06/2022, can putin convince tajikistan to join the moscowled eurasia economic union, DECREASE
30/06/2022, europe’s power prices surge as market fears worsening supply crunch, DECREASE
30/06/2022, suriname prepares major oil block offering, DECREASE
30/06/2022, gazprom not to pay dividend for 2021, DECREASE
30/06/2022, saudi arabia may raise oil prices for asia further, DECREASE
30/06/2022, germany’s diesel situation just got worse, DECREASE
13/07/2022, trudeau decision to return russian gas turbine was “very difficult”, INCREASE
13/07/2022, chevron ceo sees oil prices rebounding on tightening supply, INCREASE
13/07/2022, italy makes headway in reducing its reliance on russian natural gas, INCREASE
13/07/2022, us gasoline prices continue to fall, INCREASE
13/07/2022, biden inflation data does not reflect impact of gasoline price decline, INCREASE
13/07/2022, iraq’s 150, INCREASE
13/07/2022, china considers proposed price cap on russian oil, INCREASE
13/07/2022, rising oilfired power generation in saudi arabia could weigh on global supply, INCREASE
13/07/2022, germany to halt russian coal imports next month, INCREASE
13/07/2022, china’s oil imports fell in june, INCREASE
14/07/2022, us gasoline prices set to fall below 4, INCREASE
14/07/2022, macron calls for public lights to be turned off amid russian gas threat, INCREASE
14/07/2022, india mulls easing its windfall tax as oil prices fall, INCREASE
14/07/2022, goldman sachs remains bullish on oil prices, INCREASE
14/07/2022, china considers lifting australian coal ban fearing supply squeeze, INCREASE
14/07/2022, armed guards raid libyan national oil company as political shakeup escalates, INCREASE
14/07/2022, low french nuclear output is bad news for the uk, INCREASE
14/07/2022, germany forced to tap gas storage as russia halts nord stream operations, INCREASE
14/07/2022, shell chief warns europe could be forced to ration energy this winter, INCREASE
14/07/2022, ukrainian energy giant asks creditors to defer debt payments, INCREASE
14/07/2022, energy security trumps climate as eu agrees to pipeline expansion, INCREASE
14/07/2022, buffett buys even more occidental petroleum, INCREASE
15/07/2022, germany faces coal supply crisis as rhine river waters dwindle, INCREASE
15/07/2022, germany’s top buyer of russian gas on the brink of insolvency, INCREASE
15/07/2022, libya’s ‘new’ noc chair vows oil will flow within a week, INCREASE
15/07/2022, russian fuel oil is too cheap for saudi arabia to resist, INCREASE
15/07/2022, big oil poised for “exceptional” earnings thanks to high refining margins, INCREASE
15/07/2022, biden’s energy and climate bill could be dead in the water, INCREASE
15/07/2022, biden likely to leave saudi arabia with no oil supply news, INCREASE
15/07/2022, china refinery throughput falls for first time in 10 years, INCREASE
18/07/2022, 100 oil is back for the long haul, DECREASE
18/07/2022, militias armed and ready as libya’s new noc lifts oil blockade, DECREASE
18/07/2022, monday’s oil rally threatens slump at the pump, DECREASE
18/07/2022, gazprom declares force majeure on some gas deliveries to europe, DECREASE
18/07/2022, canada sends repaired gazprom turbine to germany, DECREASE
18/07/2022, iea urges europe to take immediate measures to conserve gas, DECREASE
18/07/2022, auto sales are slipping as recession fears grip markets, DECREASE
18/07/2022, germany return of coal and oil power plants is only temporary, DECREASE
18/07/2022, refinery shuts down due to lack of crude, DECREASE
19/07/2022, oil prices unmoved by small crude, INCREASE
